Game ID,Genres,Developers,Publishers,Release date,Current price in €,Number of reviews,Positive rate in reviews in %,SteamDB score in %,Minimum requirements,Min configuration class
565650,"['Action', 'Adventure', 'Casual', 'Indie']","[""Paul O'Bar""]",['ArcadeSheep'],2017-01-05,0.0,8,75.0,62.1,"{'Processor': ' any processor', 'Memory': ' 1 GB RAM', 'Graphics': ' Any graphics card'}",0
565660,"['Action', 'Indie']",['JMJ Interactive'],['JMJ Interactive'],2017-01-26,0.99,57,61.0,58.04,"{'Processor': ' 2ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' Onboard graphics card'}",0
565670,"['Action', 'Sports', 'Early Access']",['Skyline Games'],['Skyline Games'],2016-12-16,19.99,15,73.0,63.21,"{'Processor': ' i5 4590', 'Memory': ' 4 GB RAM', 'Graphics': ' GTX970'}",2
565690,"['Adventure', 'Casual', 'Indie']",['Kurenaibook'],['Kurenaibook'],2016-12-21,1.7,28,96.0,79.58,"{'Processor': ' pentium4以降', 'Memory': ' 1 GB RAM', 'Graphics': 'Not specified'}",0
565720,"['Sexual Content', 'Casual']",['Zoo Corporation'],['Zoo Corporation'],2016-12-19,0.59,331,83.0,77.37,"{'Processor': ' 2ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' DirectX Compatible video card with Pixel Shader 3.0 and Vertex Shader 3.0 support'}",0
565730,"['Adventure', 'Free to Play', 'Indie', 'Early Access']",['Newgrange Game'],['Newgrange Games'],2016-12-18,0.0,14,64.0,57.96,"{'Processor': ' core i5 4590', 'Memory': ' 8 GB RAM', 'Graphics': ' GTX 970 or above'}",3
564990,"['Adventure', 'Casual', 'Indie']",['rupiwood'],['rupiwood'],2017-04-30,2.99,10,70.0,60.28,"{'Processor': ' intel core2 duo or better', 'Memory': ' 2 GB RAM', 'Graphics': ' 2GB or more'}",0
565020,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",['PixelSoft'],['SubaGames'],2017-12-29,0.0,177,36.0,39.07,"{'Processor': ' intel/amd dual core 2.4g (ghz)', 'Memory': ' 3 GB RAM', 'Graphics': ' Nvidia GT 630 / ATI HD6570 / InterHD5200'}",1
565030,"['Casual', 'Free to Play', 'Indie', 'Racing', 'Simulation', 'Early Access']","['Zach Tsiakalis-Brown', 'Raul Bravo']",['Zulubo Productions'],2016-12-21,0.0,188,80.0,74.06,"{'Processor': ' intel i5 4690k', 'Memory': ' 8 MB RAM', 'Graphics': ' NVidia 970 or AMD equivalent'}",1
565110,"['Action', 'Indie']",['Raxasoft Games'],['Raxasoft Games'],2016-12-15,0.0,150,74.0,68.7,"{'Processor': ' 1.8 ghz', 'Memory': ' 256 MB RAM', 'Graphics': ' Direct3D 9 compatible graphics card.'}",0
565120,"['Adventure', 'Indie']",['The Station'],['The Station'],2018-02-19,2.24,677,84.0,79.29,"{'Processor': ' intel core i5-2500k or amd equivalent', 'Memory': ' 4GB GB RAM', 'Graphics': ' GeForce GTX 450 or AMD equivalent'}",2
565180,"['Action', 'Indie']",['Hungry Bear Games'],['Hungry Bear Games'],2019-05-27,2.39,53,96.0,82.31,"{'Processor': ' dual-core 2.0 ghz or better', 'Memory': ' 256 MB RAM', 'Graphics': ' Intel HD Graphics'}",0
565200,"['Adventure', 'Casual', 'Indie']",['keggame'],['keggame'],2016-12-17,2.99,26,77.0,66.94,"{'Processor': ' intel i3 2nd-generation 2.5ghz, amd quad-core 2.5ghz', 'Memory': ' 2048 MB RAM', 'Graphics': ' Nvidia GT640, AMD Radeon HD7750, 1GB'}",1
565330,['Action'],['Szekretar'],['Szekretar'],2017-01-06,1.99,3,33.0,44.31,"{'Processor': ' intel core 2 duo 2.2 ghz / amd athlon 64 2.8 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' AMD Radeon HD 8750M / Nvidia GeForce GT 740M'}",0
564700,"['Adventure', 'Casual', 'Indie']",['Child-Dream'],['Degica'],2017-04-20,0.99,29,86.0,73.2,"{'Processor': ' 800mhz intel® pentium® iii equivalent or higher processor', 'Memory': ' 256 MB RAM', 'Graphics': ' 1024x768 or better video resolution in High Color mode'}",0
564710,"['Casual', 'Free to Play', 'RPG']","['AN Productions', 'Poxpower']",['Armor Games Studios'],2017-02-06,0.0,5204,94.0,91.02,"{'Processor': ' intel core i5', 'Memory': ' 512 MB RAM', 'Graphics': ' NVIDIA GeForce GT 630'}",1
564720,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",['Blueberry Studio'],['HCP Entertainment'],2017-01-18,3.99,12,67.0,58.97,"{'Processor': ' 1 ghz', 'Memory': ' 1 GB RAM', 'Graphics': ' 128MB or higher'}",0
564750,['Indie'],['Redpoint Games'],['Redpoint Games'],2017-03-15,0.0,53,66.0,61.21,"{'Processor': ' intel core 2 duo 2.20ghz', 'Memory': ' 512 MB RAM', 'Graphics': ' Intel HD Graphics 520'}",0
564810,"['Action', 'Adventure', 'Indie']",['magicdweedoo'],['magicdweedoo'],2017-03-10,4.99,33,97.0,80.72,"{'Processor': ' intel core i5', 'Memory': ' 1 GB RAM', 'Graphics': ' 256mb'}",2
564900,['Indie'],['NHLislive'],['Man Hockey'],2017-01-04,1.99,55,36.0,40.42,"{'Processor': ' core i3 2 ghz', 'Memory': ' 8 GB RAM', 'Graphics': ' AMD Radeon 6850 1Gb VRAM'}",2
564920,"['Casual', 'Indie', 'Sports']",['Kaneda Games'],['Plug In Digital'],2016-12-20,1.24,3,33.0,44.31,"{'Processor': ' intel i5-4590 / amd fx 8350+', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290+'}",2
564940,"['Adventure', 'Indie']",['Benjamin Rivers Inc.'],['Benjamin Rivers Inc.'],2017-02-09,9.99,63,84.0,74.37,"{'Processor': ' intel core2 duo (2ghz+)', 'Memory': ' 1 GB RAM', 'Graphics': ' GeForce 8800 GT /  Radeon HD 3870 (512MB) /  Intel HD Graphics 4000'}",0
564950,"['Action', 'Adventure', 'Indie', 'Simulation']",['MadAboutGamesStudios'],['MadAboutGamesStudios'],2017-04-25,9.44,33,45.0,47.03,"{'Processor': ' i5/ i7 or similar amd', 'Memory': ' 2 GB RAM', 'Graphics': ' Nvidea 960 or AMD Equivillant'}",2
564960,['RPG'],['PyroTechnix'],['Activision'],2016-12-15,1.97,43,53.0,52.37,"{'Processor': ' 1.0 ghz', 'Memory': ' 256 MB RAM', 'Graphics': ' DirectX 7 Compatible 3D Card'}",0
564980,"['Violent', 'Action', 'Adventure', 'Simulation']",['Peter Labick'],['Peter Labick Development'],2016-12-05,1.99,10,40.0,44.86,"{'Processor': ' intel i5 4590', 'Memory': ' 4 GB RAM', 'Graphics': ' GTX 980'}",2
564420,"['Violent', 'Gore', 'Action', 'Indie']","['Drunk Robot Games', 'Effinvance']",['Cerulean Games'],2016-12-11,2.99,12,83.0,67.93,"{'Processor': ' dual core 2ghz intel or 2.8ghz amd', 'Memory': ' 2 GB RAM', 'Graphics': ' ATI Radeon X1600 or NVIDIA GeForce 7600 or better'}",1
564470,"['Indie', 'Strategy']",['Infinite Loop Games'],['Infinite Loop Games'],2017-03-23,1.49,58,83.0,73.16,"{'Processor': ' dual core 2ghz', 'Memory': ' 3 GB RAM', 'Graphics': 'Not specified'}",0
564530,"['Simulation', 'Strategy']",['Impressions Games'],['Activision'],2016-12-15,4.99,1175,89.0,84.25,"{'Processor': ' 1.8 ghz', 'Memory': ' 512 MB RAM', 'Graphics': ' DirectX 7 Compatible 3D Card'}",0
564010,"['Casual', 'Simulation']","['FarSight Studios, Inc.']","['FarSight Studios, Inc.']",2016-12-23,0.0,214,33.0,36.52,"{'Processor': ' dual core 1.6 ghz or better.', 'Memory': ' 8 GB RAM', 'Graphics': ' Graphics card supporting DirectX 11.0 and Shader Model 5.0'}",2
564040,"['Action', 'Indie']",['ASTRO PORT'],['Henteko Doujin'],2017-02-15,2.99,24,88.0,73.27,"{'Processor': ' intel pentium3 1ghz or better', 'Memory': 'Not specified', 'Graphics': ' DirectX 8.1 or above and Direct3D with 64MB or more of VRAM'}",0
564050,"['Action', 'Adventure', 'Indie']",['Trinity Team'],['Buddy Productions GmbH'],2018-04-20,6.99,1133,93.0,88.01,"{'Processor': ' intel core2 duo e4500 or equivalent', 'Memory': ' 2 GB RAM', 'Graphics': ' GeForce GT 640M or equivalent'}",0
564080,"['Action', 'Indie']",['Pixelvex LLC'],['Pixelvex LLC'],2017-11-16,0.0,21,86.0,71.63,"{'Processor': ' intel i5-750', 'Memory': ' 4 GB RAM', 'Graphics': ' GTX 650'}",2
564100,"['Action', 'Adventure', 'Indie']",['Bison Kings Game Studios'],['Bison Kings Game Studios'],2017-07-28,9.99,5,40.0,45.83,"{'Processor': ' intel core 2 duo e6320 (2*1866) or equivalent', 'Memory': ' 2 GB RAM', 'Graphics': ' GeForce 7600 GS (512 MB) or equivalent'}",0
564150,"['Action', 'Indie']","['[erka:es]', 'Darksquid Media']",['PLAYISM'],2017-02-02,1.99,269,80.0,74.07,"{'Processor': ' pentium 2.0 ghz or higher', 'Memory': ' 512 MB RAM', 'Graphics': ' Direct3D-compatible video card with 64 megabytes of VRAM or more'}",0
564210,"['Action', 'Indie', 'Massively Multiplayer']",['Reward Hunters'],['Valkyrie Initiative'],2017-04-14,1.07,48,75.0,67.25,"{'Processor': ' 2.4 ghz intel i3', 'Memory': ' 2 GB RAM', 'Graphics': ' GeForce 300 GTX'}",1
564230,"['Simulation', 'Sports']","['Spike Chunsoft Co., Ltd.']","['Spike Chunsoft Co., Ltd.']",2017-12-18,8.39,2199,87.0,83.73,"{'Processor': ' intel(r) core(tm) i5', 'Memory': ' 4 GB RAM GB RAM', 'Graphics': ' DirectX 9.0c compatible video card with minimum 512MB of VRAM'}",2
564280,['Action'],['Ernests Klavins'],['Ernests Klavins'],2017-04-10,0.79,17,71.0,61.96,"{'Processor': ' 1.4ghz processor or faster', 'Memory': ' 2 GB RAM', 'Graphics': ' Integrated graphics'}",0
564330,"['Action', 'Strategy']",['BitBreak I/S'],['BitBreak I/S'],2017-03-22,0.0,127,96.0,85.37,"{'Processor': ' intel i3/i5', 'Memory': ' 8 GB RAM', 'Graphics': ' GTX 670'}",3
564340,['Casual'],['Little World Studio'],['Games for All'],2016-12-20,0.99,5,60.0,54.17,"{'Processor': ' 1,3 ghz', 'Memory': ' 1 GB RAM', 'Graphics': ' 256 Mo'}",0
563500,['Indie'],['Tainted Games'],['TAINTED GAMES'],2019-07-19,0.47,22,27.0,36.12,"{'Processor': ' 2.3+ ghz', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD DX11'}",2
563520,"['Casual', 'Simulation']",['Afterthought Studios'],['Afterthought Studios'],2017-02-14,6.99,40,78.0,68.51,"{'Processor': ' 1.0 ghz or above', 'Memory': ' 1 GB RAM', 'Graphics': ' Any DirectX 9.0 supported card'}",0
563550,"['Action', 'Adventure', 'Casual', 'Indie']",['GexagonVR'],['GexagonVR'],2017-12-22,6.24,89,84.0,75.43,"{'Processor': ' intel i5', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GTX 970 4Gb'}",3
563560,"['Action', 'Free to Play']",['Reactive Drop Team'],['Reactive Drop Team'],2017-04-20,0.0,12974,95.0,92.03,"{'Processor': ' pentium 4 3.0ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' DirectX 9 compatible video card with 128 MB, Shader model 2.0. ATI X800, NVidia 6600 or better'}",0
563610,"['Simulation', 'Sports']",['David Cseh'],['David Cseh'],2017-11-20,18.99,4,75.0,59.6,"{'Processor': ' intel® i5-4590, amd fx 8350 equivalent or better', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better, Video Output: HDMI 1.4, DisplayPort 1.2 or newer'}",2
563680,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",['Wyrmbyte'],['Wyrmbyte'],2016-12-11,9.99,11,27.0,38.03,"{'Processor': ' intel™ core™ i5-4590 or amd fx™ 8350, equivalent or better', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce™ GTX 970 or AMD Radeon™ R9 290, equivalent or better'}",2
563710,"['Casual', 'Indie']","['Strength in Numbers Studios, Inc']","['Strength in Numbers Studios, Inc']",2017-08-10,2.99,26,88.0,74.2,"{'Processor': ' 2.5 ghz dual-core 64-bit cpu', 'Memory': ' 2 GB RAM', 'Graphics': ' 512mb DDR3 or better video card'}",0
563740,"['Action', 'Adventure', 'Indie']",['Superbyte Games'],['Superbyte Games'],2019-07-02,5.99,10,40.0,44.86,"{'Processor': ' quad-core intel or amd processor, 2.4 ghz', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GeForce 440 GT or AMD Radeon 5670 HD (minimum 1GB)'}",2
563750,"['Simulation', 'Sports', 'Strategy']",['Aggroblakh'],['Aggroblakh'],2016-12-09,4.99,116,59.0,57.22,"{'Processor': ' pentium ii (or equivelant) 800mhz or higher', 'Memory': ' 256 MB RAM', 'Graphics': ' 1024x768 display or greater'}",0
563760,"['Casual', 'RPG']","['Silver Moon Internet', '银月网络']","['Silver Moon Internet', '银月网络']",2016-12-13,9.99,128,67.0,63.21,"{'Processor': ' intel core i3', 'Memory': ' 2 GB RAM', 'Graphics': ' GTX750ti'}",1
563810,"['Adventure', 'Indie']",['Fumiko Games'],['Fumiko Games'],2017-02-13,3.49,72,89.0,78.2,"{'Processor': ' core 2 duo 3 ghz or equivalent', 'Memory': ' 2 GB RAM', 'Graphics': ' Nvidia Geforce GT 520 or equivalent'}",0
563830,"['Adventure', 'Casual']",['Sevenedge Interactive Media'],['Historium Bruges'],2016-12-02,7.99,26,81.0,69.36,"{'Processor': ' intel core i5', 'Memory': ' 8 GB RAM', 'Graphics': ' Nvidia GeForce GTX 970 equivalent or higher'}",3
563860,"['Adventure', 'Indie']",['Marshlight Software'],['Marshlight Software'],2017-05-09,6.99,18,78.0,66.33,"{'Processor': ' 2.3 ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' Directx 9.0c compatible video card'}",0
563910,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",['Vidas Salavejus'],['Vidas Salavejus'],2016-11-30,2.99,14,57.0,53.98,"{'Processor': ' cpu intel® pentium® 4 2.0 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' 512 MB'}",0
563120,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",['Rotatipyra'],['New Reality Games'],2017-07-21,0.39,155,55.0,54.28,"{'Processor': ' intel pentium 4 2.ghz or above', 'Memory': ' 512 MB RAM', 'Graphics': ' AMD Radeon HD 7770 | NVIDIA GeForce GTX 560. Or better'}",0
563130,"['Action', 'Indie']",['VIS-Games'],['SilentFuture'],2016-12-08,1.99,26,77.0,66.94,"{'Processor': ' intel® core™ 2 duo / amd® athlon™ x2, min. 2.8 ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia® / AMD® with 512 MB memory'}",0
563150,"['Casual', 'Indie']",['phime studio LLC'],['phime studio LLC'],2017-02-07,0.79,43,79.0,69.76,"{'Processor': ' pentium 4', 'Memory': ' 1 GB RAM', 'Graphics': ' VGA GPU'}",0
563170,"['Action', 'Indie', 'Sports']","[""Goin' Yumbo Games""]",['3D Realms'],2018-07-31,4.99,13,85.0,68.97,"{'Processor': ' 2.4 ghz dual core', 'Memory': ' 1 GB RAM', 'Graphics': ' 512 MB Video RAM or better'}",1
563180,"['Adventure', 'Indie']",['Achpile'],['Achpile'],2016-12-01,0.39,58,95.0,81.69,"{'Processor': ' 1.5 ghz', 'Memory': ' 256 MB RAM', 'Graphics': 'Not specified'}",0
563190,"['Action', 'Adventure', 'Indie']","['Blue Tongue Entertainment', 'Blitworks']",['THQ Nordic'],2017-06-22,4.99,65,91.0,79.22,"{'Processor': ' dual-core cpu 3.0ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' GeForce 440 with 1 GB VRAM'}",0
563200,['Strategy'],"[""Sean O'Connor""]","[""Sean O'Connor""]",2016-11-30,9.99,93,81.0,72.84,"{'Processor': ' any', 'Memory': ' 80 MB RAM', 'Graphics': ' Any'}",0
563250,"['Adventure', 'Indie', 'RPG']",['EJRGames'],['EJRGames'],2017-03-17,1.67,22,59.0,55.55,"{'Processor': ' intel® core™ 2 duo e6600 or better', 'Memory': ' 2 GB RAM', 'Graphics': ' DirectX9 compatible'}",0
563260,['Action'],['mebius'],['mebius'],2018-09-13,14.99,51,88.0,76.6,"{'Processor': ' core2duo 2.6ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' GPU with DirectX11 support'}",0
563270,"['Adventure', 'RPG']",['bumblebee'],['rokaplay'],2017-03-24,0.49,46,63.0,58.95,"{'Processor': ' intel core 2 duo processor or amd athlon™ 64', 'Memory': ' 2 GB RAM', 'Graphics': ' Intel HD graphics 4400 or more, Radeon HD graphics 5430 or more, OpenGL 3.0 or more'}",0
563320,"['Casual', 'Indie']",['Color Brush Studio'],['RunServer'],2016-12-13,2.09,65,51.0,50.55,"{'Processor': ' 1.4 ghz', 'Memory': ' 512 MB RAM', 'Graphics': 'Not specified'}",0
563340,"['Casual', 'Indie']",['MysteryTag'],['RunServer'],2016-12-16,2.39,76,54.0,52.88,"{'Processor': ' 1.4 ghz', 'Memory': ' 512 MB RAM', 'Graphics': 'Not specified'}",0
563360,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",['Protection Games'],['Protection Games'],2017-05-11,2.99,231,62.0,59.65,"{'Processor': ' intel i3-6100 equivalent or better', 'Memory': ' 6 GB RAM', 'Graphics': ' Nvidia GeForce GTX745 equivalent or greater.'}",1
563370,"['Action', 'Casual', 'Indie']",['Tlakali Game Studio'],['Tlakali Game Studio'],2017-05-11,0.99,4,75.0,59.6,"{'Processor': ' intel core 2 duo a 2.4 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' DirectX 9 compatible video card with 128 MB, Shader model 2.0. ATI X800, NVidia 6600 or better'}",0
563380,"['Adventure', 'Indie']",['Logan Apple'],['Logan Apple'],2017-08-24,0.99,7,71.0,59.97,"{'Processor': ' 1.5 ghz core', 'Memory': ' 1 GB RAM', 'Graphics': ' 128 MB Video Memory, capable of Shader Model 2.0+'}",0
563390,"['Indie', 'Simulation', 'Strategy', 'Early Access']","['Filip Dusek, Empty Keys']","['Filip Dusek, Empty Keys']",2017-03-14,16.79,14,86.0,69.91,"{'Processor': ' intel core i3 2.5 ghz or amd phenom ii 2.6 ghz or greater', 'Memory': ' 4 GB RAM', 'Graphics': ' 1 GB & AMD 5570 or nVidia 450'}",1
563400,"['Adventure', 'Free to Play', 'Indie']",['Léo-Games'],['Léo-Games'],2016-12-04,0.0,60,78.0,70.11,"{'Processor': ' intel® pentium®4 1.5ghz', 'Memory': ' 256 MB RAM', 'Graphics': ' 640x480'}",0
563410,"['Action', 'Casual', 'Indie', 'RPG', 'Sports', 'Strategy', 'Early Access']",['King Crow Studios'],['King Crow Studios'],2017-01-09,7.99,11,91.0,71.55,"{'Processor': ' 1.2 ghz', 'Memory': ' 512 MB RAM', 'Graphics': ' 256 MB'}",0
563420,"['Indie', 'Simulation']",['Obscura Team'],[''],2017-07-27,9.99,25,56.0,53.75,"{'Processor': ' intel® i5-4590, amd fx 8350 equivalent or better', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better'}",3
563430,['RPG'],['A. Hagen'],['A. Hagen'],2016-12-05,0.0,113,96.0,85.29,"{'Processor': ' 1.8 ghz', 'Memory': ' 768 MB RAM', 'Graphics': 'Not specified'}",0
563470,['Adventure'],['Limitless Ltd'],['Limitless Ltd'],2017-06-09,0.0,56,61.0,57.54,"{'Processor': ' intel i5-4590', 'Memory': ' 8 GB RAM', 'Graphics': ' GTX 970 or AMD 290'}",3
563490,"['Action', 'Strategy', 'Early Access']",['PoRovoz Studios'],['PoRovoz Studios'],2016-12-15,6.99,38,55.0,53.52,"{'Processor': ' intel core 2 quad q9400 @ 2.66 ghz / amd athlon ii x4 650 @ 3.20 ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' ATI Radeon HD 5850 or NVIDIA GeForce GTX470 with 1GB VRAM'}",0
562570,"['Casual', 'Indie']",['Stately Snail'],['Stately Snail'],2016-12-16,0.59,261,82.0,76.38,"{'Processor': ' 2 ghz cpu', 'Memory': ' 4 GB RAM', 'Graphics': ' GPU with 1 GB Video RAM'}",0
562590,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",['Pixel Federation'],['Pixel Federation'],2017-07-26,0.0,1762,68.0,66.45,"{'Processor': ' intel dual core', 'Memory': ' 4 GB RAM', 'Graphics': ' Intel HD 3000'}",1
562600,"['Casual', 'Indie']",['White Rabbit Games'],['White Rabbit Games'],2016-11-29,0.69,22,59.0,55.55,"{'Processor': ' 1 ghz', 'Memory': ' 512 MB RAM', 'Graphics': ' 128 MB'}",0
562640,"['Adventure', 'Casual', 'Indie', 'RPG']",['Amaterasu Software'],['Amaterasu Software'],2017-03-15,2.49,72,68.0,63.09,"{'Processor': ' intel core2 duo or better', 'Memory': ' 2 GB RAM MB RAM', 'Graphics': ' OpenGL 4.1 capable GPU'}",0
562660,"['Casual', 'Indie']",['goonswarm'],['goonswarm'],2016-12-15,0.62,43,84.0,73.25,"{'Processor': ' cpu 1700 mhz', 'Memory': ' 512 MB RAM', 'Graphics': ' GeForce 210 or similar videocard'}",0
562680,"['Action', 'Adventure', 'Casual', 'Indie']",['Battenberg Software'],['Battenberg Software'],2016-12-09,0.99,7,71.0,59.97,"{'Processor': 'Not specified', 'Memory': ' 1 GB RAM', 'Graphics': ' DirectX or OpenGL Compatible Video card'}",0
562690,"['Action', 'Adventure', 'Casual', 'Indie']",['Bullid Games'],['Bullid Games'],2016-11-29,0.99,46,33.0,38.07,"{'Processor': ' core2duo', 'Memory': ' 512 MB RAM', 'Graphics': ' Intel HD2000'}",0
562700,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports']",['Lotte|EoD'],['Agger Interactive'],2016-11-30,4.99,54,48.0,48.7,"{'Processor': ' 2,8 ghz dual core', 'Memory': ' 3 GB RAM', 'Graphics': ' 3D graphics 512 MB VRAM (medium-class)'}",1
562740,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['B.H.C.M. Studio'],['ADOG'],2016-12-08,0.79,9,78.0,63.89,"{'Processor': ' intel i5-4590,amd fx8120', 'Memory': 'Not specified', 'Graphics': ' Geforce GTX970'}",0
562800,"['Indie', 'Simulation', 'Early Access']",['Nick Shesterin'],['Nick Shesterin'],2017-03-28,0.88,59,37.0,40.99,"{'Processor': ' 2.4 ghz intel core 2 duo', 'Memory': ' 2 GB RAM', 'Graphics': ' 256 MB NVIDIA GeForce 8600 GTS'}",0
562840,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",['TeamTop Games'],['101XP'],2017-01-31,0.0,111,46.0,46.93,"{'Processor': ' dual-core 2.0ghz cpu or better', 'Memory': ' 2 GB RAM', 'Graphics': ' A graphic card thats supports at least DirectX 9 or better'}",0
562340,[],['Naps Team'],['Naps Team'],2017-05-31,9.99,89,40.0,42.91,"{'Processor': ' amd or intel dual-core processor running at ~3.3 ghz (minimum amd phenom ii x4 810 or intel core i5 650).', 'Memory': ' 4 GB RAM', 'Graphics': ' DirectX 9 compatible NVIDIA, ATI/AMD graphic card with 2GB of dedicated VRAM (and Shader Model 3.0 support).'}",2
562350,"['Adventure', 'Casual', 'Indie']","['Crazy Cactus Entertainment', 'Belgerum']",['Critical Bliss'],2020-11-13,9.99,125,83.0,75.7,"{'Processor': ' 1.2 ghz', 'Memory': ' 1 GB RAM', 'Graphics': 'Not specified'}",0
562410,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",['Animu Game'],['Animu Game'],2017-01-24,3.39,836,92.0,86.15,"{'Processor': ' 3.4 ghz dual core processor', 'Memory': ' 4 GB RAM', 'Graphics': ' DX9 (shader model 2.0) capabilities'}",1
562420,"['Action', 'Simulation', 'Strategy']",['Windforce'],['Windforce'],2017-04-04,7.49,107,64.0,60.24,"{'Processor': ' 2.5 ghz cpu', 'Memory': ' 4 GB RAM', 'Graphics': ' DX11 Compatitable Graphic card, NVIDIA GForce 460'}",0
562430,"['Casual', 'Indie', 'Simulation', 'Strategy']",['Four Winged Studio'],['Four Winged Studio'],2018-10-01,2.99,123,60.0,57.78,"{'Processor': ' amd fx 6300', 'Memory': ' 1 GB RAM', 'Graphics': ' GTX 750 TI'}",0
562450,"['Action', 'Indie']",['D.W.S.'],['D.W.S.'],2016-12-12,0.49,21,29.0,37.02,"{'Processor': ' quad core processor', 'Memory': ' 8 MB RAM', 'Graphics': ' GeForce GTX 970 or AMD Radeon R9 290 or better'}",0
562460,"['Action', 'Indie']",['Develobster'],['Develobster'],2017-03-01,4.99,26,96.0,79.04,"{'Processor': ' 2 ghz dual core', 'Memory': ' 512 MB RAM', 'Graphics': ' 256 MB'}",1
562470,"['Adventure', 'Strategy']",['SOFTSTAR ENTERTAINMENT INC.'],['SOFTSTAR ENTERTAINMENT INC.'],2016-12-14,6.74,320,65.0,62.36,"{'Processor': ' intel core duo2 3.0ghz or amd equivalent (or better)\xa0', 'Memory': ' 2 GB RAM', 'Graphics': ' Nvidia GForce 9600GT or ATI equivalent (512MB or better)\xa0'}",0
